category,main_category,secondary_category,type,supercategories
productos_frescos_la_cocina_de_carrefour_arroces,productos_frescos_la_cocina_de_carrefour,arroces,arroces,frescos
productos_frescos_la_cocina_de_carrefour_cocina_internacional,productos_frescos_la_cocina_de_carrefour,cocina_internacional,cocina_internacional,frescos
productos_frescos_la_cocina_de_carrefour_ensaladas_gazpachos_y_sandwiches,productos_frescos_la_cocina_de_carrefour,ensaladas_gazpachos_y_sandwiches,ensaladas_gazpachos_y_sandwiches,frescos
productos_frescos_la_cocina_de_carrefour_fritos,productos_frescos_la_cocina_de_carrefour,fritos,fritos,frescos
productos_frescos_la_cocina_de_carrefour_menus_de_navidad,productos_frescos_la_cocina_de_carrefour,menus_de_navidad,menus_de_navidad,frescos
productos_frescos_la_cocina_de_carrefour_pasta_y_pizza,productos_frescos_la_cocina_de_carrefour,pasta_y_pizza,pasta_y_pizza,frescos
productos_frescos_la_cocina_de_carrefour_pastas_y_pizzas,productos_frescos_la_cocina_de_carrefour,pastas_y_pizzas,pastas_y_pizzas,frescos
productos_frescos_la_cocina_de_carrefour_pdte_borrarmenus_de_navidad,productos_frescos_la_cocina_de_carrefour,pdte_borrarmenus_de_navidad,pdte_borrarmenus_de_navidad,frescos
productos_frescos_la_cocina_de_carrefour_platos_de_carne_y_pescado,productos_frescos_la_cocina_de_carrefour,platos_de_carne_y_pescado,platos_de_carne_y_pescado,frescos
productos_frescos_la_cocina_de_carrefour_platos_de_verdura,productos_frescos_la_cocina_de_carrefour,platos_de_verdura,platos_de_verdura,frescos
productos_frescos_la_cocina_de_carrefour_sushi_del_dia,productos_frescos_la_cocina_de_carrefour,sushi_del_dia,sushi_del_dia,frescos
productos_frescos_la_cocina_de_carrefour_tortillas,productos_frescos_la_cocina_de_carrefour,tortillas,tortillas,frescos
productos_frescos_panaderia_bolleria_y_pasteleria_bolleria_tradicional,productos_frescos,panaderia_bolleria_y_pasteleria,bolleria_tradicional,frescos
productos_frescos_panaderia_bolleria_y_pasteleria_empanadas_empanadillas_y_hojaldres,productos_frescos,panaderia_bolleria_y_pasteleria,empanadas_empanadillas_y_hojaldres,frescos
productos_frescos_panaderia_bolleria_y_pasteleria_magdalenas_dulces_y_bollos,productos_frescos,panaderia_bolleria_y_pasteleria,magdalenas_dulces_y_bollos,frescos
productos_frescos_panaderia_bolleria_y_pasteleria_masa_fresca_y_bases,productos_frescos,panaderia_bolleria_y_pasteleria,masa_fresca_y_bases,frescos
productos_frescos_panaderia_bolleria_y_pasteleria_pan_de_molde_tostado_y_picos,productos_frescos,panaderia_bolleria_y_pasteleria,pan_de_molde_tostado_y_picos,frescos
productos_frescos_panaderia_bolleria_y_pasteleria_panaderia_tradicional,productos_frescos,panaderia_bolleria_y_pasteleria,panaderia_tradicional,frescos
productos_frescos_panaderia_bolleria_y_pasteleria_panettones,productos_frescos,panaderia_bolleria_y_pasteleria,panettones,frescos
productos_frescos_panaderia_bolleria_y_pasteleria_pasteleria_y_reposteria,productos_frescos,panaderia_bolleria_y_pasteleria,pasteleria_y_reposteria,frescos
productos_frescos_panaderia_bolleria_y_pasteleria_roscones_de_reyes,productos_frescos,panaderia_bolleria_y_pasteleria,roscones_de_reyes,frescos
productos_frescos_pescaderia_ahumados_y_huevas,productos_frescos,pescaderia,ahumados_y_huevas,frescos
productos_frescos_pescaderia_bacalao_y_salazones,productos_frescos,pescaderia,bacalao_y_salazones,frescos
productos_frescos_pescaderia_gulas_surimi_elaborados,productos_frescos,pescaderia,gulas_surimi_elaborados,frescos
productos_frescos_pescaderia_marisco_almejas_y_mejillones,productos_frescos,pescaderia,marisco_almejas_y_mejillones,frescos
productos_frescos_pescaderia_pescado_fresco,productos_frescos,pescaderia,pescado_fresco,frescos
productos_frescos_pescaderia_pescado_y_marisco_congelado,productos_frescos,pescaderia,pescado_y_marisco_congelado,frescos
productos_frescos_pescaderia_preparados_y_elaborados_de_pescado_y_marisco,productos_frescos,pescaderia,preparados_y_elaborados_de_pescado_y_marisco,frescos
productos_frescos_pescaderia_pulpo_calamar_y_sepia,productos_frescos,pescaderia,pulpo_calamar_y_sepia,frescos
productos_frescos_quesos_anejo,productos_frescos,quesos,anejo,frescos
productos_frescos_quesos_azules_y_roquefort,productos_frescos,quesos,azules_y_roquefort,frescos
productos_frescos_quesos_brie_y_camembert,productos_frescos,quesos,brie_y_camembert,frescos
productos_frescos_quesos_crema_de_queso,productos_frescos,quesos,crema_de_queso,frescos
productos_frescos_quesos_curado,productos_frescos,quesos,curado,frescos
productos_frescos_quesos_fundidos,productos_frescos,quesos,fundidos,frescos
productos_frescos_quesos_gouda_y_emmental,productos_frescos,quesos,gouda_y_emmental,frescos
productos_frescos_quesos_otros_internacionales,productos_frescos,quesos,otros_internacionales,frescos
productos_frescos_quesos_queso_fresco,productos_frescos,quesos,queso_fresco,frescos
productos_frescos_quesos_rallados,productos_frescos,quesos,rallados,frescos
productos_frescos_quesos_semicurado,productos_frescos,quesos,semicurado,frescos
productos_frescos_quesos_tablas_de_quesos,productos_frescos,quesos,tablas_de_quesos,frescos
productos_frescos_quesos_tierno,productos_frescos,quesos,tierno,frescos
productos_frescos_quesos_todos_los_quesos,productos_frescos,quesos,todos_los_quesos,frescos
productos_frescos_quesos_con_denominacion_origen,productos_frescos,quesos_con_denominacion_origen,quesos_con_denominacion_origen,frescos
productos_frescos_sushi_del_dia_la_cocina_de_carrefour,productos_frescos,sushi_del_dia_la_cocina_de_carrefour,sushi_del_dia_la_cocina_de_carrefour,frescos
productos_frescos_sushi_del_dia_carniceria,productos_frescos,sushi_del_dia,carniceria,frescos
productos_frescos_sushi_del_dia_charcuteria,productos_frescos,sushi_del_dia,charcuteria,frescos
productos_frescos_sushi_del_dia_charcuteria_y_quesos_al_corte,productos_frescos,sushi_del_dia,charcuteria_y_quesos_al_corte,frescos
productos_frescos_sushi_del_dia_frutas,productos_frescos,sushi_del_dia,frutas,frescos
productos_frescos_sushi_del_dia_panaderia_bolleria_y_pasteleria,productos_frescos,sushi_del_dia,panaderia_bolleria_y_pasteleria,frescos
productos_frescos_sushi_del_dia_pescaderia,productos_frescos,sushi_del_dia,pescaderia,frescos
productos_frescos_sushi_del_dia_quesos,productos_frescos,sushi_del_dia,quesos,frescos
productos_frescos_sushi_del_dia_sushi_del_dia,productos_frescos,sushi_del_dia,sushi_del_dia,frescos
productos_frescos_sushi_del_dia_verduras_y_hortalizas,productos_frescos,sushi_del_dia,verduras_y_hortalizas,frescos
productos_frescos_verduras_y_hortalizas_ensaladas_y_verduras_preparadas,productos_frescos,verduras_y_hortalizas,ensaladas_y_verduras_preparadas,frescos
productos_frescos_verduras_y_hortalizas_hortalizas,productos_frescos,verduras_y_hortalizas,hortalizas,frescos
productos_frescos_verduras_y_hortalizas_infusiones_mieles_y_hierbas_aromaticas,productos_frescos,verduras_y_hortalizas,infusiones_mieles_y_hierbas_aromaticas,frescos
productos_frescos_verduras_y_hortalizas_patatas_cebollas_y_ajos,productos_frescos,verduras_y_hortalizas,patatas_cebollas_y_ajos,frescos
productos_frescos_verduras_y_hortalizas_setas_y_hongos,productos_frescos,verduras_y_hortalizas,setas_y_hongos,frescos
productos_frescos_verduras_y_hortalizas_tomates_y_pepinos,productos_frescos,verduras_y_hortalizas,tomates_y_pepinos,frescos
productos_frescos_verduras_y_hortalizas_verduras_y_hortalizas_congeladas,productos_frescos,verduras_y_hortalizas,verduras_y_hortalizas_congeladas,frescos
productos_sin_gluten_productos_sin_gluten_productos_sin_gluten,productos_sin_gluten,productos_sin_gluten_productos_sin_gluten_,,alimentacion_otros
quesos_anejo,quesos,anejo,anejo,lacteos_y_huevos
quesos_azules_y_roquefort,quesos,azules_y_roquefort,azules_y_roquefort,lacteos_y_huevos
quesos_brie_y_camembert,quesos,brie_y_camembert,brie_y_camembert,lacteos_y_huevos
quesos_crema_de_queso,quesos,crema_de_queso,crema_de_queso,lacteos_y_huevos
quesos_curado,quesos,curado,curado,lacteos_y_huevos
quesos_fundidos,quesos,fundidos,fundidos,lacteos_y_huevos
quesos_gouda_y_emmental,quesos,gouda_y_emmental,gouda_y_emmental,lacteos_y_huevos
quesos_otros_internacionales,quesos,otros_internacionales,otros_internacionales,lacteos_y_huevos
quesos_queso_fresco,quesos,queso_fresco,queso_fresco,lacteos_y_huevos
quesos_rallados,quesos,rallados,rallados,lacteos_y_huevos
quesos_semicurado,quesos,semicurado,semicurado,lacteos_y_huevos
quesos_tablas_de_quesos,quesos,tablas_de_quesos,tablas_de_quesos,lacteos_y_huevos
quesos_tierno,quesos,tierno,tierno,lacteos_y_huevos
quesos_todos_los_quesos,quesos,todos_los_quesos,todos_los_quesos,lacteos_y_huevos
quesos_con_denominacion_origen,quesos_con_denominacion_origen,,,lacteos_y_huevos
soy_solidario_soy_solidario_soy_solidario,soy_solidario,soy_solidario,soy_solidario,
verduras_y_hortalizas_ensaladas_y_verduras_preparadas,verduras_y_hortalizas,ensaladas_y_verduras_preparadas,ensaladas_y_verduras_preparadas,fruta_y_verdura
verduras_y_hortalizas_hortalizas,verduras_y_hortalizas,hortalizas,hortalizas,fruta_y_verdura
verduras_y_hortalizas_infusiones_mieles_y_hierbas_aromaticas,verduras_y_hortalizas,infusiones_mieles_y_hierbas_aromaticas,infusiones_mieles_y_hierbas_aromaticas,fruta_y_verdura
verduras_y_hortalizas_patatas_cebollas_y_ajos,verduras_y_hortalizas,patatas_cebollas_y_ajos,patatas_cebollas_y_ajos,fruta_y_verdura
verduras_y_hortalizas_setas_y_hongos,verduras_y_hortalizas,setas_y_hongos,setas_y_hongos,fruta_y_verdura
verduras_y_hortalizas_tomates_y_pepinos,verduras_y_hortalizas,tomates_y_pepinos,tomates_y_pepinos,fruta_y_verdura
verduras_y_hortalizas_verduras_y_hortalizas_congeladas,verduras_y_hortalizas,verduras_y_hortalizas,congeladas,fruta_y_verdura
zumos_fruta_variada,zumos,fruta_variada,fruta_variada,bebidas
zumos_melocoton_y_pina,zumos,melocoton_y_pina,melocoton_y_pina,bebidas
zumos_naranja,zumos,naranja,naranja,bebidas
zumos_tomate_y_otros_sabores,zumos,tomate_y_otros_sabores,tomate_y_otros_sabores,bebidas
